Category,Product Link
"ALM Tools","https://www.capterra.ch/reviews/157942/heimdall-data"
"ALM Tools","https://www.capterra.ch/reviews/136777/visionflow"
"ALM Tools","https://www.capterra.ch/reviews/210494/incredibuild"
"ALM Tools","https://www.capterra.ch/reviews/124316/revulytics-usage-intelligence"
"ALM Tools","https://www.capterra.ch/reviews/59048/innotas-ppm"
"ALM Tools","https://www.capterra.ch/reviews/176236/jile"
"ALM Tools","https://www.capterra.ch/reviews/143557/matrix-requirements-medical"
"ALM Tools","https://www.capterra.ch/reviews/147983/delphix"
"ALM Tools","https://www.capterra.ch/reviews/164178/requirements-management-for-jira-r4j"
"ALM Tools","https://www.capterra.ch/software/134470/yodiz#reviews"
"ALM Tools","https://www.capterra.ch/software/132584/meliora-testlab#reviews"
"ALM Tools","https://www.capterra.ch/software/171030/nexus-lifecycle#reviews"
"ALM Tools","https://www.capterra.ch/software/73710/pacific-timesheet#reviews"
"ALM Tools","https://www.capterra.ch/software/163807/cloudbolt#reviews"
"ALM Tools","https://www.capterra.ch/software/203073/space#reviews"
"ALM Tools","https://www.capterra.ch/software/220220/flagsmith#reviews"
"ALM Tools","https://www.capterra.ch/software/165363/modelbased-systems-engineering#reviews"
"ALM Tools","https://www.capterra.ch/software/185958/tonic#reviews"
"ALM Tools","https://www.capterra.ch/software/217950/staffitpro#reviews"
"ALM Tools","https://www.capterra.ch/software/92178/topteam#reviews"
"ALM Tools","https://www.capterra.ch/software/161114/visual-trace-spec#reviews"
"ALM Tools","https://www.capterra.ch/software/149717/morpheus#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/106417/echospan-360-degree-feedback"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/154170/employee-effectiveness"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/131885/spidergap"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/169660/leapsome"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150134/performly-talent"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/126552/rexx-systems"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/156106/hibob"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/120550/asana-pm"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/32728/surveymonkey"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/167264/vantage-circle"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/158456/jotform-4-0"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/167338/bonusly"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/147912/motivosity"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/140437/15five"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/480/ukg-pro"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/131426/zoho-survey"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/211952/access-people-hr-software"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/186291/matter"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/206096/sagehr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/45188/clearcompany"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/72549/alchemer"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/9014/trakstar-performance-appraisal-software"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/168685/factorial-hr-software"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/127434/pointerpro"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/197968/peoplebox"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/161821/elmo-software"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/182965/profit"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/151676/lattice"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/178769/staffcircle"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/153662/assessteam-employee-evaluation-on-the-cloud"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/153472/startquestion"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/212794/surveymonkey-enterprise"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/184073/bizneo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/155747/performyard-talent"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/172565/opaconnect"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/134813/checkmarket"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/171554/hi5"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/173387/feedier"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/175278/applauz"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/195463/worky"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/80949/reviewsnap"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/168823/surveysparrow"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/152579/didacte"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/164132/humi"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150237/recognition"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150609/eloomi"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/132914/survicate"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/132134/primalogik-360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/149253/keka"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/143298/engagedly"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/140443/qualtrics-employee-engagement"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/196333/xoxoday-empuls"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/87091/bizlibrary"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/72011/oracle-hcm-cloud"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/213106/teamplify"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/136872/wooqer"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/149470/kissflow"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/153907/bizmerlin"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1018272/videoask"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/80891/mysurveylab-com"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/143413/sesame-time"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/127653/actus"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/158539/perdoo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/194165/bravo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/136800/impraise"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/114028/emperform"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/149919/workdove"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/165837/kenjo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/187297/eggup"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/185442/spark-chart"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/125028/blue-surveys"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/183096/peopleforce"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/156542/zest"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/157973/delighted"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/110440/bullseyeengagement"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/135579/usersnap"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/140551/clarity-wave"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/212905/qualee"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1037172/questback"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1026735/effy"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/142692/360-review"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/166466/intellihr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/142140/feedbackly"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/157929/weeting"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/183558/vitay"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/133292/pocomos"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/148621/cornerstone-performance"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/128734/synergita"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/121088/small-improvements"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1011492/valido"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/215389/g360-surveys"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/128703/natural-hr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/191086/acorn"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/220096/teamspective"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/179827/winningtemp"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/162038/lanteriahr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/151707/intuo-perform"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/175844/appogee-hr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/214211/suggestion-ox"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1037414/lutherone"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/127979/netigate"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/154985/glint"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/10304/performance-management-system"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/194833/sage-business-cloud-people"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/199146/happyforce"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/121673/36-dollar-360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/157070/betterworks"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1038056/ostendi-global"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/174773/goalspan"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/158192/reflektive"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/165581/click-360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/165597/cloverleaf"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/180249/elearnio-com"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/91508/360-degree-feedback-tool"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/132347/peoplegoal"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/114046/qualaroo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/157310/clear-review"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/160543/snowfly"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/179310/heartpace"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/180152/mercer-mettl-360view"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/146371/vibecatch"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/181479/ovation"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/212124/patpat360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/133708/talent-360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/145110/guildquality"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/196765/slik"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/129232/employee-success-platform"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/156194/Zensai"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/156363/fortay"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/67888/vision-metrics-360"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/171818/javelo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/182598/coaching-loft"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1063198/surveyjs"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/128522/hr-manage"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150414/guardian-tracking"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/154711/irevu"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/182981/bleexo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/187348/teamecho"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/144292/possibleworks"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/145450/emply"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/148030/mytalent"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150657/fast-mirror"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1018577/bonrepublic"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/127529/feedbackfive"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/129608/proprofs-survey-maker"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1015448/allswers"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/40488/encompassing-visions"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/189033/elevo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/190452/talent3sixty"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/203583/niikiis"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/156988/fuel50"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/150256/skillnet-talent-management"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/199884/acsendo"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/214411/our-tandem"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1028024/robin-mood"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1032521/vitalteam"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/166224/factohr"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/217667/GuideCom-HR-Suite"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/74313/sales-performance-management"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/143884/3sixtylite"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/160234/starmeup"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/174453/evasys"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/199622/flair"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1031482/pando"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/175116/honestly-employee-engagement"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1005039/loopline-systems"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1018497/industrytics"
"360-Grad-Feedback Software","https://www.capterra.ch/reviews/1053262/livelearn"
"360-Grad-Feedback Software","https://www.capterra.ch/software/146792/arcs#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/214274/evalea#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/147086/thymo#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/153175/satismeter#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/97192/thinkwise#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/92092/performance-management#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/158843/pay-compliment#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/178957/skillsboard#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/203277/business-beat#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/1033665/tam-rh#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/1053465/mynewjob#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/133162/talentquest#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/149143/benify#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/76688/ereviewz#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/125364/360-degree-feedback#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/177725/perked-software#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/192683/leadership-development-software#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/209903/hirebook#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/213109/echometer#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/1015925/reactionlink#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/151487/leadership-navigator#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/130177/compass-360#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/201003/listen#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/218616/vega-hr#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/1019546/flowit#reviews"
"360-Grad-Feedback Software","https://www.capterra.ch/software/1049070/palm#reviews"
"3D Architektur Software","https://www.capterra.ch/reviews/48969/adobe-creative-cloud"
"3D Architektur Software","https://www.capterra.ch/reviews/174021/autocad"
"3D Architektur Software","https://www.capterra.ch/reviews/154874/sage-construction-suite"
"3D Architektur Software","https://www.capterra.ch/reviews/211798/sketchup"
"3D Architektur Software","https://www.capterra.ch/reviews/121586/bluebeam-pdf-revu"
"3D Architektur Software","https://www.capterra.ch/reviews/183122/revit"
"3D Architektur Software","https://www.capterra.ch/reviews/157262/quickbase"
"3D Architektur Software","https://www.capterra.ch/reviews/172801/autocad-architecture"
"3D Architektur Software","https://www.capterra.ch/reviews/2018/archicad"
"3D Architektur Software","https://www.capterra.ch/reviews/168061/actcad-professional"
"3D Architektur Software","https://www.capterra.ch/reviews/192416/microstation"
"3D Architektur Software","https://www.capterra.ch/reviews/174874/lumion"
"3D Architektur Software","https://www.capterra.ch/reviews/9512/keycreator"
"3D Architektur Software","https://www.capterra.ch/reviews/176253/attendancebot"
"3D Architektur Software","https://www.capterra.ch/reviews/164021/roomsketcher"
"3D Architektur Software","https://www.capterra.ch/reviews/192882/coohom"
"3D Architektur Software","https://www.capterra.ch/reviews/207052/enscape"
"3D Architektur Software","https://www.capterra.ch/reviews/80035/chief-architect"
"3D Architektur Software","https://www.capterra.ch/reviews/177358/notifyvisitors"
"3D Architektur Software","https://www.capterra.ch/reviews/29995/vectorworks-architect"
"3D Architektur Software","https://www.capterra.ch/reviews/177284/cedreo"
"3D Architektur Software","https://www.capterra.ch/reviews/1019640/nodalview"
"3D Architektur Software","https://www.capterra.ch/reviews/1021725/agi32"
"3D Architektur Software","https://www.capterra.ch/reviews/186475/concept3d"
"3D Architektur Software","https://www.capterra.ch/reviews/92964/tekla-structures"
"3D Architektur Software","https://www.capterra.ch/reviews/160500/simsolid"
"3D Architektur Software","https://www.capterra.ch/reviews/152607/space-designer-3d"
"3D Architektur Software","https://www.capterra.ch/reviews/204757/foyr-neo"
"3D Architektur Software","https://www.capterra.ch/reviews/184498/shapr3d"
"3D Architektur Software","https://www.capterra.ch/reviews/1022926/ntopology"
"3D Architektur Software","https://www.capterra.ch/reviews/164020/roomle"
"3D Architektur Software","https://www.capterra.ch/reviews/82082/zwcad"
"3D Architektur Software","https://www.capterra.ch/reviews/1064791/metaroom-studio"
"3D Architektur Software","https://www.capterra.ch/reviews/2021/softplan"
"3D Architektur Software","https://www.capterra.ch/reviews/146638/arcon-evo"
"3D Architektur Software","https://www.capterra.ch/reviews/212288/irender-nxt"
"3D Architektur Software","https://www.capterra.ch/reviews/1062782/surfy"
"3D Architektur Software","https://www.capterra.ch/reviews/161112/holobuilder"
"3D Architektur Software","https://www.capterra.ch/reviews/209128/shapespark"
"3D Architektur Software","https://www.capterra.ch/reviews/217612/edificius"
"3D Architektur Software","https://www.capterra.ch/reviews/1012944/allpla"
"3D Architektur Software","https://www.capterra.ch/reviews/1070893/colormass"
"3D Architektur Software","https://www.capterra.ch/software/153246/plusspec#reviews"
"3D Architektur Software","https://www.capterra.ch/software/1032931/imagine-io#reviews"
"3D Architektur Software","https://www.capterra.ch/software/145353/cityengine#reviews"
"3D Architektur Software","https://www.capterra.ch/software/172924/idea-architecture#reviews"
"3D Architektur Software","https://www.capterra.ch/software/180528/brioxr#reviews"
"3D Architektur Software","https://www.capterra.ch/software/218985/planoplan#reviews"
"3D Architektur Software","https://www.capterra.ch/software/168729/pcon-planner#reviews"
"3D Architektur Software","https://www.capterra.ch/software/174595/palette-cad#reviews"
"3D Architektur Software","https://www.capterra.ch/software/172986/abisplan-3d#reviews"
"3D Architektur Software","https://www.capterra.ch/software/198005/plan7architekt#reviews"
"3D Architektur Software","https://www.capterra.ch/software/210197/abstractbim-generator#reviews"
"3D-CAD-Software","https://www.capterra.ch/reviews/48969/adobe-creative-cloud"
"3D-CAD-Software","https://www.capterra.ch/reviews/174021/autocad"
"3D-CAD-Software","https://www.capterra.ch/reviews/154874/sage-construction-suite"
"3D-CAD-Software","https://www.capterra.ch/reviews/211798/sketchup"
"3D-CAD-Software","https://www.capterra.ch/reviews/93121/solidworks-premium"
"3D-CAD-Software","https://www.capterra.ch/reviews/183122/revit"
"3D-CAD-Software","https://www.capterra.ch/reviews/164681/onshape"
"3D-CAD-Software","https://www.capterra.ch/reviews/174020/inventor"
"3D-CAD-Software","https://www.capterra.ch/reviews/178416/fusion-360"
"3D-CAD-Software","https://www.capterra.ch/reviews/192416/microstation"
"3D-CAD-Software","https://www.capterra.ch/reviews/124168/ansys-spaceclaim"
"3D-CAD-Software","https://www.capterra.ch/reviews/172312/alibre-design"
"3D-CAD-Software","https://www.capterra.ch/reviews/174874/lumion"
"3D-CAD-Software","https://www.capterra.ch/reviews/145960/simscale"
"3D-CAD-Software","https://www.capterra.ch/reviews/167527/freecad"
"3D-CAD-Software","https://www.capterra.ch/reviews/164678/creo"
"3D-CAD-Software","https://www.capterra.ch/reviews/9512/keycreator"
"3D-CAD-Software","https://www.capterra.ch/reviews/173819/keyshot"
"3D-CAD-Software","https://www.capterra.ch/reviews/58468/jewelry-modeling"
"3D-CAD-Software","https://www.capterra.ch/reviews/192882/coohom"
"3D-CAD-Software","https://www.capterra.ch/reviews/103010/progecad-2010-professional"
"3D-CAD-Software","https://www.capterra.ch/reviews/158181/ironcad-design-collaboration-suite"
"3D-CAD-Software","https://www.capterra.ch/reviews/179208/geohecras"
"3D-CAD-Software","https://www.capterra.ch/reviews/207354/tinkercad"
"3D-CAD-Software","https://www.capterra.ch/reviews/29995/vectorworks-architect"
"3D-CAD-Software","https://www.capterra.ch/reviews/179964/solid-edge"
"3D-CAD-Software","https://www.capterra.ch/reviews/92964/tekla-structures"
"3D-CAD-Software","https://www.capterra.ch/reviews/160500/simsolid"
"3D-CAD-Software","https://www.capterra.ch/reviews/127149/carl-source"
"3D-CAD-Software","https://www.capterra.ch/reviews/171345/fotojet-designer"
"3D-CAD-Software","https://www.capterra.ch/reviews/204757/foyr-neo"
"3D-CAD-Software","https://www.capterra.ch/reviews/184498/shapr3d"
"3D-CAD-Software","https://www.capterra.ch/reviews/1014818/siemens-nx"
"3D-CAD-Software","https://www.capterra.ch/reviews/1022926/ntopology"
"3D-CAD-Software","https://www.capterra.ch/reviews/1035381/creacompo"
"3D-CAD-Software","https://www.capterra.ch/reviews/164020/roomle"
"3D-CAD-Software","https://www.capterra.ch/reviews/203918/jigspace"
"3D-CAD-Software","https://www.capterra.ch/reviews/82082/zwcad"
"3D-CAD-Software","https://www.capterra.ch/reviews/159378/bricscad"
"3D-CAD-Software","https://www.capterra.ch/reviews/172985/designspark-mechanical"
"3D-CAD-Software","https://www.capterra.ch/reviews/184384/eagle"
"3D-CAD-Software","https://www.capterra.ch/reviews/210124/ansys-discovery"
"3D-CAD-Software","https://www.capterra.ch/reviews/1012845/truecad"
"3D-CAD-Software","https://www.capterra.ch/reviews/1064791/metaroom-studio"
"3D-CAD-Software","https://www.capterra.ch/reviews/178412/cadtalk"
"3D-CAD-Software","https://www.capterra.ch/reviews/212288/irender-nxt"
"3D-CAD-Software","https://www.capterra.ch/reviews/1024441/ansys-cloud"
"3D-CAD-Software","https://www.capterra.ch/reviews/172374/cupix"
"3D-CAD-Software","https://www.capterra.ch/reviews/174793/zw3d"
"3D-CAD-Software","https://www.capterra.ch/reviews/1024442/ansys-hfss"
"3D-CAD-Software","https://www.capterra.ch/reviews/177228/selfcad"
