"category","Product Link"
"alm_tools agiles_projektmanagement_tools betriebswirtschaftliche_software bugtracker collaboration_tools continuous-integration-tools zeiterfassungssysteme task_management_tools spieleentwicklung_software scrum_tools projektplanungssoftware projektmanagement_tools produktmanagement_software produktivitätssoftware product_roadmap_tools okr-tools mrm_software_(marketing_resource_management) kanban_tools it-projektmanagement_software it-management-software","https://www.capterra.ch/reviews/169569/zoho-sprints"
"alm_tools app-builder_software app-design_tools auftragsverwaltungssoftware betriebsmittelverwaltung_software bpm-tools bugtracker crm_software_für_banken_&_finanzdienstleister crm_software_für_bauunternehmen crm_software_für_das_gesundheitswesen crm_software_für_immobilienagenturen crm-systeme crm-systeme_für_nonprofit-organisationen﻿ dashboard_software datenbank_software datenmanagement_software dokumentenautomatisierung_software dokumentenerstellung_software fallmanagement_software_für_patienten formular-generator hipaa-compliance_software workflow_management_systeme wissensmanagement_tools warenwirtschaftssysteme terminplaner_für_arztpraxen terminerinnerung_software software_für_öffentliche_verwaltung sms_marketing_software reporting-tools projektmanagement_tools programmiersoftware_&_entwicklertools praxissoftware_&_arztsoftware patientenportale patientenmanagement_software paas_software_(platform_as_a_service) online_crm_systeme no-code_tools low_code_plattformen krankenhausinformationssysteme kontaktmanagement_software itsm_tools it-service-software","https://www.capterra.ch/reviews/137206/caspio"
"alm_tools patch-management-software","https://www.capterra.ch/reviews/1023855/patch-my-pc"
"alm_tools aiops-plattformen bugtracker cloud_management_software datenbank-monitoring-software devops_tools fernüberwachungs-_und_verwaltungssoftware iaas-software_(infrastructure-as-a-service) website-monitoring_tools webanalyse-tools software_zur_webseitenoptimierung server_management_software protokollanalysesoftware programmiersoftware_&_entwicklertools observability-tools netzwerkmanagement-software netzwerkanalyse_tool netzwerk_monitoring_tools log_management_software ki_tools iot-analytics-software incident-management-tools","https://www.capterra.ch/reviews/118128/new-relic"
"alm_tools app-builder_software bpm-tools buchhaltungssoftware_für_immobilienverwaltung cem_software_(customer_experience_management) datenbank_software datenmanagement_software digital_workplace_software_(digitaler_arbeitsplatz) erp_systeme event_management_software hausverwalter_software workflow_management_systeme vertriebssoftware vendor_management_systeme programmiersoftware_&_entwicklertools portal-software paas_software_(platform_as_a_service) no-code_tools low_code_plattformen logistik_software it_asset_management_software incident-management-tools","https://www.capterra.ch/reviews/211755/zoho-creator"
"alm_tools auftragsmanagement_software collaboration_tools digital_workplace_software_(digitaler_arbeitsplatz) dokumenten-management-systeme fernüberwachungs-_und_verwaltungssoftware workflow_management_systeme task_management_tools projekttracking_software plm-software","https://www.capterra.ch/reviews/1015481/pace-packager-hub"
"alm_tools app-builder_software devops_tools programmiersoftware_&_entwicklertools plm-software it-management-software","https://www.capterra.ch/reviews/198736/pace-suite"
"alm_tools aiops-plattformen container-sicherheitssoftware datenbank-monitoring-software website-monitoring_tools ux-tools server_management_software sast-tools_(static_application_security_testing) observability-tools netzwerk_monitoring_tools","https://www.capterra.ch/reviews/81932/dynatrace"
"alm_tools iam_systeme team-kommunikation_software team_management_software it-management-software","https://www.capterra.ch/reviews/1028400/orchestry-software"
"alm_tools anforderungsmanagement_tools bugtracker scrum_tools product_roadmap_tools plm-software kanban_tools it-projektmanagement_software","https://www.capterra.ch/reviews/1048457/monday-dev"
"alm_tools app-builder_software app-design_tools auftragsmanagement_software bpm-tools datenbank_software dokumentenautomatisierung_software field_service_management_software formular-generator workflow_management_systeme warenwirtschaftssysteme scm_software_(supply_chain_management) projektmanagement_tools programmiersoftware_&_entwicklertools paas_software_(platform_as_a_service) no-code_tools low_code_plattformen","https://www.capterra.ch/reviews/134095/trackvia"
"alm_tools anforderungsmanagement_tools compliance_management_systeme dokumentenlenkung_software dokumenten-management-systeme qm_software_(qualitätsmanagement)","https://www.capterra.ch/reviews/92271/alm-2-0"
"alm_tools agiles_projektmanagement_tools anforderungsmanagement_tools collaboration_tools qm_software_(qualitätsmanagement) projekttracking_software projektmanagement_tools ppm-software it-projektmanagement_software","https://www.capterra.ch/reviews/175234/tuleap"
"alm_tools datenvisualisierung_software devops_tools programmiersoftware_&_entwicklertools","https://www.capterra.ch/reviews/179273/waydev"
"alm_tools aiops-plattformen cloud_management_software cloud_security_software continuous-integration-tools cpm_software datenbank-monitoring-software datenvisualisierung_software devops_tools iaas-software_(infrastructure-as-a-service) website-monitoring_tools server_management_software programmiersoftware_&_entwicklertools observability-tools netzwerk_monitoring_tools mobile_analytics_software it-management-software iot-analytics-software iot_plattformen","https://www.capterra.ch/reviews/129168/appdynamics"
"alm_tools anforderungsmanagement_tools","https://www.capterra.ch/reviews/92177/codebeamer"
"alm_tools anforderungsmanagement_tools bugtracker prüfsoftware plm-software","https://www.capterra.ch/reviews/172833/aqua-alm"
"alm_tools anforderungsmanagement_tools projektmanagement_tools_für_gemeinnützige_organisationen projektmanagement_tools","https://www.capterra.ch/reviews/19303/testtrack"
"alm_tools anforderungsmanagement_tools testing_tools prüfsoftware","https://www.capterra.ch/reviews/184018/the-vip-test-modeller"
"alm_tools agiles_projektmanagement_tools anforderungsmanagement_tools bugtracker","https://www.capterra.ch/reviews/173519/reqtest"
"alm_tools qm_software_(qualitätsmanagement) prüfsoftware projektmanagement_tools","https://www.capterra.ch/reviews/174868/alm-quality-center"
"alm_tools app-builder_software programmiersoftware_&_entwicklertools paas_software_(platform_as_a_service) low_code_plattformen","https://www.capterra.ch/reviews/126575/mendix-app-platform"
"alm_tools a/b_testing_tools continuous-integration-tools devops_tools programmiersoftware_&_entwicklertools plm-software","https://www.capterra.ch/reviews/187546/launchdarkly"
"alm_tools testmanagement-tools qm_software_(qualitätsmanagement) prüfsoftware issue_tracking_software","https://www.capterra.ch/reviews/164813/kualitee"
"alm_tools agiles_projektmanagement_tools betriebswirtschaftliche_software bugtracker dokumenten-management-systeme zeiterfassungssysteme task_management_tools scrum_tools projekttracking_software projektplanungssoftware projektmanagement_tools programmiersoftware_&_entwicklertools ppm-software plm-software it-projektmanagement_software issue_tracking_software","https://www.capterra.ch/reviews/204436/junoone"
"alm_tools container-sicherheitssoftware continuous-integration-tools devops_tools sast-tools_(static_application_security_testing) programmiersoftware_&_entwicklertools","https://www.capterra.ch/reviews/148994/artifactory"
"alm_tools programmiersoftware_&_entwicklertools","https://www.capterra.ch/reviews/192715/polarion-alm"
"alm_tools devops_tools user_testing_software testing_tools qm_software_(qualitätsmanagement) prüfsoftware programmiersoftware_&_entwicklertools","https://www.capterra.ch/reviews/1010810/allure-testops"
"alm_tools aml_software banking_software﻿ compliance_management_systeme finanzrisikomanagement_software identitätsprüfung risikomanagement_software kyc-software_(know_your_customer)","https://www.capterra.ch/reviews/160754/kyc-portal"
"alm_tools continuous-integration-tools devops_tools enterprise_architecture_tools vulnerability_scanner vulnerability_management_software source_code_control_systeme sast-tools_(static_application_security_testing) programmiersoftware_&_entwicklertools it-management-software it_asset_management_software","https://www.capterra.ch/reviews/219140/sigrid"
"alm_tools agiles_projektmanagement_tools bi-tools continuous-integration-tools cpm_software devops_tools scrum_tools programmiersoftware_&_entwicklertools kanban_tools it-projektmanagement_software it-management-software","https://www.capterra.ch/reviews/1013834/plandek"
"alm_tools testmanagement-tools qm_software_(qualitätsmanagement) prüfsoftware kapazitätsplanung_software issue_tracking_software","https://www.capterra.ch/reviews/108312/practitest"
"alm_tools anforderungsmanagement_tools compliance_management_systeme qm_software_(qualitätsmanagement)","https://www.capterra.ch/reviews/145708/aligned-elements"
"alm_tools cloud_management_software continuous-integration-tools virtual_machine_software programmiersoftware_&_entwicklertools paas_software_(platform_as_a_service)","https://www.capterra.ch/reviews/173415/clever-cloud"
"alm_tools change-management-software devops_tools source_code_control_systeme programmiersoftware_&_entwicklertools it-management-software","https://www.capterra.ch/reviews/1024444/implementer"
"alm_tools bpm-tools workflow_management_systeme testmanagement-tools task_management_tools programmiersoftware_&_entwicklertools plm-software","https://www.capterra.ch/reviews/80768/devsuite"
"alm_tools agiles_projektmanagement_tools continuous-integration-tools datenvisualisierung_software devops_tools produktmanagement_software plm-software it-projektmanagement_software","https://www.capterra.ch/reviews/203937/pluralsight-flow"
"alm_tools app-builder_software programmiersoftware_&_entwicklertools low_code_plattformen integrationssoftware","https://www.capterra.ch/reviews/177851/simplifier"
"alm_tools cloud_management_software datenbank-monitoring-software devops_tools website-monitoring_tools","https://www.capterra.ch/reviews/181738/bunnyshell"
"alm_tools app-builder_software app-design_tools prototyping_tools programmiersoftware_&_entwicklertools paas_software_(platform_as_a_service) no-code_tools low_code_plattformen","https://www.capterra.ch/reviews/159371/skuid"
"alm_tools app-builder_software app-design_tools continuous-integration-tools home_office_software iaas-software_(infrastructure-as-a-service) ux-tools testing_tools robotic_process_automation_software prüfsoftware programmiersoftware_&_entwicklertools no-code_tools mobile_analytics_software machine_learning_software","https://www.capterra.ch/reviews/161769/sofy"
"alm_tools datenbank_software programmiersoftware_&_entwicklertools","https://www.capterra.ch/reviews/157942/heimdall-data"
"alm_tools diagramm_software programmiersoftware_&_entwicklertools plm-software issue_tracking_software","https://www.capterra.ch/reviews/136777/visionflow"
"alm_tools agiles_projektmanagement_tools cloud_management_software continuous-integration-tools devops_tools home_office_software ide_software_(integrierte_entwicklungsumgebung) virtualisierungssoftware virtual_machine_software testing_tools spieleentwicklung_software prüfsoftware programmiersoftware_&_entwicklertools produktivitätssoftware it-management-software","https://www.capterra.ch/reviews/210494/incredibuild"
"alm_tools bi-tools cem_software_(customer_experience_management) dashboard_software","https://www.capterra.ch/reviews/124316/revulytics-usage-intelligence"
"alm_tools agiles_projektmanagement_tools gantt_software task_management_tools projektmanagement_tools_für_gemeinnützige_organisationen projektmanagement_tools ppm-software it-projektmanagement_software","https://www.capterra.ch/reviews/59048/innotas-ppm"
"alm_tools agiles_projektmanagement_tools collaboration_tools continuous-integration-tools devops_tools scrum_tools projektmanagement_tools plm-software it-projektmanagement_software","https://www.capterra.ch/reviews/176236/jile"
"alm_tools anforderungsmanagement_tools beschwerdemanagement_software capa-systeme_(corrective_and_preventive_action) compliance_management_systeme dokumentenlenkung_software dokumenten-management-systeme software_für_integriertes_risikomanagement risikomanagement_software qm_software_(qualitätsmanagement)","https://www.capterra.ch/reviews/143557/matrix-requirements-medical"
"alm_tools continuous-integration-tools datenbank_software datenmanagement_software devops_tools dsgvo_software virtualisierungssoftware stammdatenmanagement_tools_(master_data_management)","https://www.capterra.ch/reviews/147983/delphix"
"alm_tools anforderungsmanagement_tools task_management_tools","https://www.capterra.ch/reviews/164178/requirements-management-for-jira-r4j"
"alm_tools agiles_projektmanagement_tools bugtracker scrum_tools projektmanagement_tools it-projektmanagement_software issue_tracking_software","https://www.capterra.ch/software/134470/yodiz#reviews"
"alm_tools","https://www.capterra.ch/software/132584/meliora-testlab#reviews"
"alm_tools container-sicherheitssoftware data_governance_tools devops_tools vulnerability_management_software sast-tools_(static_application_security_testing) programmiersoftware_&_entwicklertools","https://www.capterra.ch/software/171030/nexus-lifecycle#reviews"
"alm_tools asset_tracking_software baumanagement_software hr_software zeiterfassungssysteme zeit-_und_spesenabrechnung-software stempeluhr_software personaleinsatzplanung_software ivr_software_(interactive_voice_response)","https://www.capterra.ch/software/73710/pacific-timesheet#reviews"
"alm_tools cloud_management_software devops_tools integrationssoftware","https://www.capterra.ch/software/163807/cloudbolt#reviews"
"alm_tools agiles_projektmanagement_tools anforderungsmanagement_tools betriebsmittelverwaltung_software betriebswirtschaftliche_software bpm-tools collaboration_tools content_collaboration_tools devops_tools dienstplan_software_&_schichtplaner digital_workplace_software_(digitaler_arbeitsplatz) dokumenten-management-systeme ecm_software_(enterprise_content_management_systeme) home_office_software wissensmanagement_tools verzeichnissoftware unternehmensführung_software unified_communications_software team-kommunikation_software team_management_software source_code_control_systeme scrum_tools projektplanungssoftware produktmanagement_software produktivitätssoftware plm-software kalender_software","https://www.capterra.ch/software/203073/space#reviews"
"alm_tools a/b_testing_tools continuous-integration-tools devops_tools programmiersoftware_&_entwicklertools plm-software","https://www.capterra.ch/software/220220/flagsmith#reviews"
"alm_tools","https://www.capterra.ch/software/165363/modelbased-systems-engineering#reviews"
"alm_tools big_data_software compliance_management_systeme data-management-platforms datenanalyse_tools datenmanagement_software devops_tools stammdatenmanagement_tools_(master_data_management)","https://www.capterra.ch/software/185958/tonic#reviews"
"alm_tools beschaffungs-_und_sourcing_software bewerbermanagementsysteme zeitarbeit_software talent_management_software recruitment_software_für_agenturen recruitment_software programmiersoftware_&_entwicklertools","https://www.capterra.ch/software/217950/staffitpro#reviews"
"alm_tools","https://www.capterra.ch/software/92178/topteam#reviews"
"alm_tools anforderungsmanagement_tools projektmanagement_tools","https://www.capterra.ch/software/161114/visual-trace-spec#reviews"
"alm_tools cloud_management_software devops_tools integrationssoftware","https://www.capterra.ch/software/149717/morpheus#reviews"
"360-grad-feedback_software talent_management_software onboarding_software okr-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software karrieremanagement-software","https://www.capterra.ch/reviews/106417/echospan-360-degree-feedback"
"360-grad-feedback_software hr_software talent_management_software okr-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/154170/employee-effectiveness"
"360-grad-feedback_software hr_software talent_management_software nachfolgeplanung_software mitarbeiterbeurteilung_software","https://www.capterra.ch/reviews/131885/spidergap"
"360-grad-feedback_software hr_software umfragetools talent_management_software schulungsplattformen onboarding_software okr-tools mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software lernplattformen learning_experience_plattformen karrieremanagement-software","https://www.capterra.ch/reviews/169660/leapsome"
"360-grad-feedback_software okr-tools mitarbeiterbeurteilung_software","https://www.capterra.ch/reviews/150134/performly-talent"
"360-grad-feedback_software home_office_software hr_analytics_software hr_software zeiterfassungssysteme workflow_management_systeme urlaubsverwaltung_software stempeluhr_software recruitment_software onboarding_software nachfolgeplanung_software","https://www.capterra.ch/reviews/126552/rexx-systems"
"360-grad-feedback_software hr_analytics_software hr_software urlaubsverwaltung_software task_management_tools talent_management_software stempeluhr_software recruitment_software personaleinsatzplanung_software onboarding_software nachfolgeplanung_software mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software mitarbeiter_benefits_software lohnabrechnungsprogramme lernplattformen kompensationsmanagement_software","https://www.capterra.ch/reviews/156106/hibob"
"360-grad-feedback_software agiles_projektmanagement_tools betriebsmittelverwaltung_software betriebswirtschaftliche_software bpm-tools bugtracker collaboration_tools creative_management_software dashboard_software digital_workplace_software_(digitaler_arbeitsplatz) display_advertising_tools erp_systeme filesharing_programme formular-generator gantt_software home_office_software ideenmanagement_software workflow_management_systeme werbeagentur_software unternehmensführung_software team-kommunikation_software team_management_software task_management_tools tabellenprogramme social_media_management_tools reporting-tools psa-software_(professional_services_automation) projekttracking_software projektplanungssoftware projektmanagement_tools produktmanagement_software produktivitätssoftware product_roadmap_tools ppm-software personaleinsatzplanung_software onboarding_software okr-tools mitarbeiterkommunikation_tools mitarbeiterbeurteilung_software meeting_software marketing_planungstool ki_tools kanban_tools kampagnenmanagement_tools kalender_software it-projektmanagement_software interne_kommunikation_tools","https://www.capterra.ch/reviews/120550/asana-pm"
"360-grad-feedback_software befragungssoftware cem_software_(customer_experience_management) dokumentenautomatisierung_software formular-generator umfragetools nps-software mitarbeiter_engagement_software kundenzufriedenheit_software","https://www.capterra.ch/reviews/32728/surveymonkey"
"360-grad-feedback_software nps-software mitarbeiteranerkennung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/167264/vantage-circle"
"360-grad-feedback_software angebotsmanagement_software auftragsmanagement_software bausoftware_für_öffentliche_bauarbeiten befragungssoftware cem_software_(customer_experience_management) content-management-systeme datenerfassungssoftware digital_signage_software dokumentenautomatisierung_software dokumentenerstellung_software dokumenten-management-systeme edc_software_(elektronische_datenerfassung_software) field_service_management_software formular-generator hipaa-compliance_software hochschulsoftware hospizsoftware workflow_management_systeme vertragsmanagement_software umfragetools teilnehmerregistrierung_software software_für_therapienotizen software_für_therapeuten software_für_öffentliche_verwaltung software_für_kommunen signatur_software schulsoftware projektmanagement_tools praxissoftware_für_psychotherapie pflegesoftware pdf-tools nps-software npo_software_(non-profit-organisationen) mitarbeiteranerkennung_software mitarbeiter_engagement_software marktforschung_software legal-document-management-software kundenzufriedenheit_software","https://www.capterra.ch/reviews/158456/jotform-4-0"
"360-grad-feedback_software talent_management_software mitarbeiterkommunikation_tools mitarbeiteranerkennung_software","https://www.capterra.ch/reviews/167338/bonusly"
"360-grad-feedback_software coaching-tools corporate_wellness_software cpm_software umfragetools nachfolgeplanung_software mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software intranet_software","https://www.capterra.ch/reviews/147912/motivosity"
"360-grad-feedback_software cpm_software okr-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/140437/15five"
"360-grad-feedback_software bi-tools hr_software talent_management_software stempeluhr_software reporting-tools recruitment_software planungssoftware personaleinsatzplanung_software personalabrechnungssoftware onboarding_software nachfolgeplanung_software mobile_learning_systeme﻿ mitarbeiterbeurteilung_software mitarbeiter_engagement_software mitarbeiter_benefits_software lohnabrechnungsprogramme learning_experience_plattformen","https://www.capterra.ch/reviews/480/ukg-pro"
"360-grad-feedback_software befragungssoftware cem_software_(customer_experience_management) umfragetools nps-software mitarbeiter_engagement_software marktforschung_software kundenzufriedenheit_software","https://www.capterra.ch/reviews/131426/zoho-survey"
"360-grad-feedback_software bewerbermanagementsysteme data_extraction_software dienstplan_software_&_schichtplaner edc_software_(elektronische_datenerfassung_software) hr_analytics_software hr_software urlaubsverwaltung_software talent_management_software soziale_einrichtungen_software recruitment_software planungssoftware personaleinsatzplanung_software onboarding_software mitarbeiterbeurteilung_software lohnabrechnungsprogramme","https://www.capterra.ch/reviews/211952/access-people-hr-software"
"360-grad-feedback_software mitarbeiteranerkennung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/186291/matter"
"360-grad-feedback_software bewerbermanagementsysteme dienstplan_software_&_schichtplaner hr_analytics_software hr_software zeiterfassungssysteme zeit-_und_spesenabrechnung-software urlaubsverwaltung_software stempeluhr_software recruitment_software planungssoftware personaleinsatzplanung_software organigramm_software onboarding_software mitarbeiterbeurteilung_software mitarbeiter_engagement_software kalender_software","https://www.capterra.ch/reviews/206096/sagehr"
"360-grad-feedback_software bewerbermanagementsysteme hr_software video_interview_tools umfragetools talent_management_software recruitment_software personaleinsatzplanung_software peo_software_(professional_employment_organization) onboarding_software okr-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software mitarbeiter_benefits_software","https://www.capterra.ch/reviews/45188/clearcompany"
"360-grad-feedback_software befragungssoftware cem_software_(customer_experience_management) umfragetools sms-umfragetools produktmanagement_software nps-software mobile_marketing_software mitarbeiter_engagement_software marktforschung_software kundenzufriedenheit_software kundenengagement_software","https://www.capterra.ch/reviews/72549/alchemer"
"360-grad-feedback_software hr_software umfragetools talent_management_software personaleinsatzplanung_software okr-tools nachfolgeplanung_software mitarbeiterbeurteilung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/9014/trakstar-performance-appraisal-software"
"360-grad-feedback_software abwesenheitsmanagement-software bewerbermanagementsysteme dienstplan_software_&_schichtplaner hr_analytics_software hr_software zeiterfassungssysteme zeit-_und_spesenabrechnung-software whistleblowing-software urlaubsverwaltung_software umfragetools talent_management_software stempeluhr_software reisekostenabrechnung_software recruitment_software pflegeplanungssoftware personaleinsatzplanung_software organigramm_software onboarding_software okr-tools nachfolgeplanung_software mitarbeiterkommunikation_tools mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software mitarbeiter_benefits_software lohnabrechnungsprogramme lernplattformen kompensationsmanagement_software jobbörse_software","https://www.capterra.ch/reviews/168685/factorial-hr-software"
"360-grad-feedback_software assessment_software cem_software_(customer_experience_management) dokumentenautomatisierung_software formular-generator umfragetools schulungsplattformen reporting-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software leadgenerierung_software lead_capture_tools kundenzufriedenheit_software","https://www.capterra.ch/reviews/127434/pointerpro"
"360-grad-feedback_software betriebswirtschaftliche_software talent_management_software okr-tools mitarbeiterbeurteilung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/197968/peoplebox"
"360-grad-feedback_software ausgabenmanagement-software bewerbermanagementsysteme dienstplan_software_&_schichtplaner e-learning_software hr_analytics_software hr_software zeiterfassungssysteme zeit-_und_spesenabrechnung-software urlaubsverwaltung_software umfragetools talent_management_software schulungsplattformen reisekostenabrechnung_software recruitment_software predictive_analytics_tools personaleinsatzplanung_software personalabrechnungssoftware onboarding_software nachfolgeplanung_software mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software lohnabrechnungsprogramme lernplattformen_für_das_gastgewerbe lernplattformen kompensationsmanagement_software interne_kommunikation_tools","https://www.capterra.ch/reviews/161821/elmo-software"
"360-grad-feedback_software betriebswirtschaftliche_software cpm_software hr_software task_management_tools okr-tools mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/182965/profit"
"360-grad-feedback_software hr_software umfragetools talent_management_software okr-tools nachfolgeplanung_software mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software kompensationsmanagement_software karrieremanagement-software","https://www.capterra.ch/reviews/151676/lattice"
"360-grad-feedback_software cpm_software gamification_apps hr_software talent_management_software okr-tools nachfolgeplanung_software mitarbeiterkommunikation_tools mitarbeiterbeurteilung_software mitarbeiteranerkennung_software mitarbeiter_engagement_software interne_kommunikation_tools","https://www.capterra.ch/reviews/178769/staffcircle"
"360-grad-feedback_software hr_software zeiterfassungssysteme stempeluhr_software ppm-software mitarbeiterbeurteilung_software mitarbeiter_engagement_software","https://www.capterra.ch/reviews/153662/assessteam-employee-evaluation-on-the-cloud"
